pool,symbol,themes,timeframe,signal,time,close,supertrend,score,market_cap,ps_ratio,pe_ratio,revenue_growth,gross_margin,sector,industry
B,NTLA,BIOTECH,1G,SELL,2026-07-10,14.22,18.7,0.26,1986152188.8749275,30.051323,,-0.095,0.0,Healthcare,Biotechnology
